ID,ICAO,TYPE,AIRPORT_NAME,LAT,LNG,CONTINENT_CODE,CONTINENT,COUNTRY_CODE,COUNTRY,CITY,IATA
6148,SKPE,medium_airport,마테카나 공항,4.81267,-75.7395,SA,남아메리카,CO,콜롬비아,Pereira,PEI
6151,SKPP,medium_airport,마챵가라 공항  ,2.4544,-76.6093,SA,남아메리카,CO,콜롬비아,Popayán,PPN
6154,SKPS,medium_airport,캐노 공항 ,1.39625,-77.2915,NA,북아메리카,CO,콜롬비아,Chachagüí,PSO
6155,SKPV,medium_airport,엘 엠부르조 공항,13.357461,-81.357977,NA,북아메리카,CO,콜롬비아,Providencia,PVA
6158,SKRG,medium_airport,호세 마리아 코르도바 국제공항,6.16454,-75.4231,SA,남아메리카,CO,콜롬비아,Medellín,MDE
6159,SKRH,medium_airport,알미란테 파딜랴 공항,11.5262,-72.926,SA,남아메리카,CO,콜롬비아,Riohacha,RCH
32318,SKSA,small_airport,로스 콜로니자도레스 공항,6.951868,-71.857179,SA,남아메리카,CO,콜롬비아,Saravena,RVE
6160,SKSJ,medium_airport,산호세델구아비아로 공항,2.57969,-72.6394,SA,남아메리카,CO,콜롬비아,San José Del Guaviare,SJE
6161,SKSM,medium_airport,시몬 볼리바 공항,11.1196,-74.2306,SA,남아메리카,CO,콜롬비아,Santa Marta,SMR
6163,SKSP,medium_airport,구스타브 로자스 피닐라 국제공항  ,12.5836,-81.7112,NA,북아메리카,CO,콜롬비아,San Andrés,ADZ
6164,SKSV,medium_airport,산빈센트델카구안 공항,2.15217,-74.7663,SA,남아메리카,CO,콜롬비아,San Vicente Del Caguán,SVI
32460,SKTL,small_airport,골포드모로스킬로 공항,9.50945,-75.5854,SA,남아메리카,CO,콜롬비아,Santiago de Tolú,TLU
6168,SKTM,medium_airport,테임 공항,6.45108,-71.7603,SA,남아메리카,CO,콜롬비아,Tame,TME
6171,SKUC,medium_airport,산티아고 페레즈 공항,7.06888,-70.7369,SA,남아메리카,CO,콜롬비아,Arauca,AUC
6172,SKUI,medium_airport,엘 카라노 공항,5.69076,-76.6412,SA,남아메리카,CO,콜롬비아,Quibdó,UIB
